id,time
1,1495.5085303783417
1,1419.1745157241821
1,1445.2426459789276
1,1495.604261636734
2,1579.747010231018
2,1414.0891573429108
2,1358.394463300705
2,1653.3188562393188
3,1649.1562876701355
3,2258.611629962921
3,2026.8988544940948
3,1981.229255914688
4,4106.444318771362
4,4152.844274759293
4,3623.8559968471527
4,3766.526752948761
5,6701.271217107773
5,6164.719872713089
5,6189.16822385788
5,6003.022056102753
