id,time
4,722.6177990436554
4,737.5956416130066
4,721.2202503681183
4,721.4246912002563
9,1592.6854929924011
9,1603.8331742286682
9,1980.1134111881256
9,1942.269502401352
16,3778.0403711795807
16,3784.390432357788
16,4200.106695890427
16,3670.076523065567
25,5473.447698354721
25,6151.207861661911
25,6016.260298967361
25,6039.355054616928
